Australian Bureau of Statistics

"2011 Census - Counting Persons, Place of Usual Residence"
"QALFP Non-School Qualification: Field of Study and OCCP Occupation by SEXP Sex, MDCP Social Marital Status and AGE5P Age in Five Year Groups by CITP Australian Citizenship and QALLP Non-School Qualification: Level of Education"
"Counting: Persons, Place of Usual Residence"

Filters:
"Default Summation","Persons, Place of Usual Residence"
"CITP Australian Citizenship","Australian"
"QALLP Non-School Qualification: Level of Education","Bachelor Degree Level"

,"SEXP Sex","Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Labourers",0,0,0,0,0,17,23,52,30,41,44,30,24,15,0,0,0,0,0,0,0,0,0,0,0,3,22,19,11,3,9,8,3,3,0,0,0,0,0,0,0,0,0,0,0,3,81,56,22,17,27,14,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,43,29,27,27,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,14,14,11,16,13,10,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,3,17,31,21,20,29,22,12,8,3,0,4,0,0,0,0,0,0,0,0,3,8,12,8,6,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,10,10,14,7,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,30,26,21,14,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,17,16,10,3,4,6,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,3,3,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,4,4,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,6,52,69,86,96,107,116,236,457,463,332,180,160,91,12,0,0,0,0,0,0,27,75,42,35,18,17,26,33,32,26,11,0,3,0,0,0,0,0,0,0,7,633,391,105,94,109,98,108,126,135,109,67,39,63,35,14,7,0,0,0,0,0,36,218,579,790,494,315,247,266,275,234,131,84,63,35,6,0,0,0,0,0,0,42,111,84,86,52,24,25,19,13,3,0,0,0,3,0,0,0,0,0,0,7,678,408,148,131,102,98,91,96,108,123,101,58,99,63,20,0,0,
"Mathematical Sciences","Managers",0,0,0,0,0,9,38,124,182,166,148,111,72,29,9,0,0,0,0,0,0,0,0,0,0,0,10,22,15,15,9,11,16,4,3,3,0,0,0,0,0,0,0,0,0,0,15,24,18,25,32,21,24,26,16,6,3,0,0,0,0,0,0,0,0,0,0,0,3,25,84,65,81,59,40,28,3,6,0,0,0,0,0,0,0,0,0,0,3,4,4,9,13,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,21,20,23,16,14,7,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,4,94,163,297,377,364,359,349,198,78,16,3,0,0,0,0,0,0,0,0,0,24,84,50,45,50,40,35,35,14,3,0,0,0,0,0,0,0,0,0,0,0,160,209,95,95,101,95,121,88,62,30,3,3,0,0,0,0,0,0,0,0,0,3,40,112,194,257,204,202,182,88,17,3,3,0,0,0,0,0,0,0,0,0,20,34,28,22,25,10,11,18,4,0,0,0,0,0,0,0,0,0,0,0,0,70,102,48,69,80,60,80,70,36,6,0,0,4,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,3,3,12,18,44,41,33,23,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,12,10,12,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,18,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,3,6,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,5,3,10,10,18,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,8,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,36,19,9,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,5,9,12,3,4,3,3,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,7,29,40,72,67,40,42,35,18,3,0,0,0,0,0,0,0,0,0,0,0,13,7,6,12,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,30,23,19,18,20,22,12,3,0,0,0,0,0,0,0,0,0,0,0,3,15,44,94,143,147,84,55,33,8,0,0,0,0,0,0,0,0,0,0,0,4,5,7,18,9,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,19,31,43,32,29,18,4,3,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,0,3,18,14,22,22,16,9,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,4,8,3,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,26,21,14,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,10,12,4,0,8,0,0,0,0,0,0,0,0,0,
,"Machinery Operators and Drivers",0,0,0,0,0,3,4,10,27,16,20,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,8,5,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,5,5,13,19,11,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,8,7,4,10,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,4,8,8,8,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,3,10,11,19,34,44,69,101,272,256,160,81,52,13,5,0,0,0,0,0,0,0,3,4,5,0,13,6,27,23,15,8,0,0,0,0,0,0,0,0,0,3,103,71,22,26,46,52,53,69,96,81,41,22,27,11,4,0,0,0,0,0,0,5,34,77,153,155,119,101,121,128,115,40,21,9,3,3,0,0,0,0,0,0,0,3,3,9,8,10,9,7,7,3,0,0,0,0,0,0,0,0,0,0,0,29,28,20,18,35,29,28,45,56,50,40,16,16,12,4,0,0,
"Physics and Astronomy","Managers",0,0,0,0,0,4,18,32,59,80,59,41,34,12,9,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,10,10,12,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,3,23,63,105,115,117,110,92,77,27,5,0,0,0,0,0,0,0,0,0,0,14,44,27,37,14,19,18,16,6,0,0,0,0,0,0,0,0,0,0,0,0,86,94,50,31,38,51,39,34,23,7,3,4,0,0,0,0,0,0,0,0,0,0,15,16,25,21,19,8,14,3,3,0,0,0,0,0,0,0,0,0,0,0,4,15,8,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,29,26,8,6,3,7,5,4,8,0,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,3,13,24,21,26,26,15,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,11,11,8,11,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,5,0,0,4,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,3,3,14,12,23,3,14,12,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,4,10,4,3,6,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,9,20,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,0,9,3,4,0,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,7,3,8,4,6,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,9,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Machinery Operators and Drivers",0,0,0,0,0,0,4,4,7,18,7,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,0,4,7,15,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,4,15,3,9,14,17,25,55,112,113,87,59,35,23,6,0,0,0,0,0,0,7,19,0,3,4,0,8,9,6,7,5,0,0,0,0,0,0,0,0,0,3,85,80,11,14,19,20,21,28,36,40,19,22,16,7,0,0,0,0,0,0,0,0,9,19,39,24,16,15,20,15,23,14,8,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,10,3,7,0,9,5,3,8,10,3,7,0,0,0,
"Chemical Sciences","Managers",0,0,0,0,0,12,55,114,167,216,209,169,134,42,19,0,4,0,0,0,0,0,0,0,0,3,11,10,15,13,9,16,11,0,3,0,0,0,0,0,0,0,0,0,0,0,5,23,10,23,21,31,32,16,18,11,0,0,0,0,0,0,0,0,0,0,0,0,10,37,58,73,72,45,27,16,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,24,8,15,17,9,8,3,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,9,40,117,170,188,173,219,195,172,56,22,13,0,0,0,0,0,0,0,0,0,18,41,34,39,41,21,18,18,6,4,3,0,0,0,0,0,0,0,0,0,0,78,121,39,68,52,49,59,45,36,13,6,3,0,0,0,0,0,0,0,0,0,8,55,90,131,127,143,118,71,32,4,3,0,0,0,0,0,0,0,0,0,0,16,52,28,32,18,13,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,73,91,48,50,43,36,32,34,18,3,4,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,3,11,22,43,49,37,44,38,22,7,0,0,0,0,0,0,0,0,0,0,0,5,6,4,7,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,20,22,20,17,22,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,12,23,32,25,44,25,19,13,3,0,0,0,0,0,0,0,0,0,0,0,4,9,11,4,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,13,16,5,8,17,7,5,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,5,5,19,16,10,7,9,17,6,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,9,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,14,29,25,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,4,4,5,4,3,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,0,12,22,25,29,23,36,34,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,8,12,12,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,57,51,56,65,32,11,4,3,0,0,0,0,0,0,0,0,0,0,3,6,4,13,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,13,6,15,10,12,13,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,0,13,18,19,20,16,15,9,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,7,4,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,18,12,12,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,4,0,6,7,0,4,0,0,0,0,0,0,0,0,0,
,"Machinery Operators and Drivers",0,0,0,0,0,0,8,11,17,31,18,18,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,3,11,13,28,21,18,13,10,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,4,9,10,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,15,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,3,0,3,10,8,7,3,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,4,14,14,20,22,27,47,81,252,285,225,129,112,53,7,0,0,0,0,0,0,8,9,3,3,5,3,4,11,13,14,0,0,4,0,0,0,0,0,0,0,0,81,73,25,15,21,20,31,48,93,76,50,33,54,27,10,3,0,0,0,0,0,0,27,73,109,83,64,81,59,89,49,55,26,19,4,0,0,0,0,0,0,0,4,13,8,9,6,4,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,46,43,10,21,22,20,23,18,26,37,30,18,19,17,8,0,0,
"Earth Sciences","Managers",0,0,0,0,0,3,22,116,98,143,121,115,85,38,9,4,0,0,0,0,0,0,0,0,0,0,6,13,15,12,21,12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,4,20,13,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,16,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,4,8,4,4,6,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,8,65,182,257,296,272,251,247,190,67,34,9,6,0,0,0,0,0,0,0,0,25,106,88,59,47,41,32,27,7,5,0,0,0,0,0,0,0,0,0,0,0,139,137,86,56,44,49,64,64,33,17,3,0,0,0,0,0,0,0,0,0,0,7,38,91,95,86,61,40,28,12,5,3,0,0,0,0,0,0,0,0,0,0,24,53,54,26,19,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,66,36,32,20,21,14,6,0,3,0,0,0,0,0,0,
