Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"QALFP - 4 Digit Level and OCCP - 1 Digit Level by SEXP Sex, MDCP Social Marital Status and AGE5P - Age in Five Year Groups by CITP Australian Citizenship and QALLP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"
"CITP Australian Citizenship","Australian"
"QALLP - 1 Digit Level","Bachelor Degree Level"

,"SEXP Sex","Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Labourers",0,0,0,0,0,14,43,46,69,49,31,42,23,7,5,0,0,0,0,0,0,0,0,0,0,15,23,23,14,17,4,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,178,101,47,15,24,26,14,16,5,6,0,0,0,0,0,0,0,0,0,0,0,0,12,25,28,33,36,30,19,22,4,3,0,0,0,0,0,0,0,0,0,0,16,18,6,12,8,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,104,45,24,16,17,15,15,11,5,8,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,3,19,21,34,29,32,17,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,25,17,9,5,4,11,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,21,21,40,22,14,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,12,16,19,11,3,4,0,3,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,3,8,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,10,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,3,3,0,0,5,0,4,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,6,43,69,88,119,136,157,275,535,738,556,321,165,101,31,4,0,0,0,0,0,31,77,46,28,18,25,33,44,61,66,35,11,0,5,3,0,0,0,0,0,11,1051,529,197,121,113,125,138,176,199,208,111,83,51,39,28,4,0,0,0,0,0,30,165,494,609,577,423,335,292,410,367,224,93,50,27,0,0,0,0,0,0,0,59,107,70,91,76,63,33,36,30,27,10,0,0,0,0,0,0,0,0,0,4,1119,476,145,148,160,134,148,147,183,204,175,103,76,77,44,4,0,
"Mathematical Sciences","Managers",0,0,0,0,0,9,38,67,151,208,201,145,80,30,13,0,4,0,0,0,0,0,0,0,0,0,10,8,14,12,24,11,18,10,5,3,0,0,0,0,0,0,0,0,0,0,12,13,17,12,18,27,26,21,14,10,0,0,0,0,0,0,0,0,0,0,0,0,3,26,45,98,86,67,48,31,9,3,0,0,0,0,0,0,0,0,0,0,0,7,4,17,13,14,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,16,20,28,16,12,15,5,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,4,63,171,232,332,358,360,323,243,110,45,5,0,0,0,0,0,0,0,0,0,26,62,72,31,56,49,46,26,23,8,4,0,0,0,0,0,0,0,0,0,0,228,226,100,63,67,95,92,94,71,32,12,0,0,0,0,0,0,0,0,0,0,7,47,93,133,221,249,212,180,120,49,8,0,0,0,0,0,0,0,0,0,0,18,38,20,22,21,37,23,17,12,3,0,0,0,0,0,0,0,0,0,0,0,81,76,52,44,55,66,76,70,68,23,4,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,0,14,18,27,49,35,34,14,11,4,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,8,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,8,9,3,11,12,10,14,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,18,10,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,0,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,0,9,16,20,25,26,11,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,12,13,12,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,22,39,24,15,18,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,6,9,3,12,4,8,8,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,13,22,24,59,70,70,42,38,18,10,3,0,0,0,0,0,0,0,0,0,3,4,9,9,4,5,12,4,9,3,3,0,0,0,0,0,0,0,0,0,0,26,35,18,6,16,12,13,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,10,46,61,119,150,128,74,45,30,4,0,0,0,0,0,0,0,0,0,0,5,4,5,3,11,11,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,23,22,18,20,51,29,21,17,3,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,3,0,10,23,21,14,29,15,16,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,18,4,3,3,9,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,16,29,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,3,6,6,4,5,4,0,0,0,0,0,0,0,0,
,"Machinery Operators and Drivers",0,0,0,0,0,0,5,14,16,24,22,13,19,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,6,4,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,5,4,13,21,19,15,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,0,8,9,3,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,4,0,3,8,11,5,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,7,5,14,44,49,84,128,302,470,329,167,72,28,3,0,0,0,0,0,0,3,14,9,5,10,8,9,22,40,39,24,10,3,0,0,0,0,0,0,0,0,130,86,31,22,32,58,69,90,124,153,107,43,24,22,6,0,0,0,0,0,0,6,17,59,108,139,120,128,125,217,204,124,41,11,3,5,0,0,0,0,0,0,4,9,3,8,14,13,12,17,13,9,3,0,0,0,0,0,0,0,0,0,0,39,31,13,24,21,42,42,60,82,92,59,48,26,15,7,5,0,
"Physics and Astronomy","Managers",0,0,0,0,0,0,10,30,51,53,73,51,22,8,4,3,0,0,0,0,0,0,0,0,0,0,5,8,0,7,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,6,5,13,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,4,30,58,69,132,134,124,116,71,50,17,3,0,0,0,0,0,0,0,0,0,10,31,32,15,21,13,21,22,3,4,0,0,0,0,0,0,0,0,0,0,0,98,95,42,14,27,30,43,33,23,19,4,0,0,0,0,0,0,0,0,0,0,0,7,16,12,28,25,17,13,11,7,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3,5,9,4,11,4,3,6,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,4,11,18,27,9,29,14,16,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5,0,5,11,13,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,3,5,4,0,12,6,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,0,10,17,18,9,13,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,14,12,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,0,0,3,3,7,10,7,5,5,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Machinery Operators and Drivers",0,0,0,0,0,0,0,4,10,11,10,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,0,3,4,3,12,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,0,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,3,4,5,18,21,28,54,103,177,133,98,48,21,4,0,0,0,0,0,0,6,19,9,0,4,3,4,11,11,5,7,3,3,0,0,0,0,0,0,0,0,122,73,21,11,15,14,24,45,55,60,47,26,20,3,6,0,0,0,0,0,0,0,0,13,34,22,15,20,20,22,16,27,9,9,4,0,0,0,0,0,0,0,4,3,0,0,0,7,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,27,14,8,0,7,10,6,4,12,18,3,12,7,5,5,0,0,
"Chemical Sciences","Managers",0,0,0,0,0,11,36,82,158,170,200,179,135,87,33,4,0,0,0,0,0,0,0,0,0,5,8,17,14,22,13,18,15,5,9,0,0,0,0,0,0,0,0,0,0,0,9,14,14,13,22,32,34,32,21,12,3,0,0,0,0,0,0,0,0,0,0,0,3,18,50,72,68,69,35,23,9,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,16,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,22,6,20,21,12,9,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,3,34,92,106,161,190,181,187,142,82,29,15,6,0,0,0,0,0,0,0,0,5,40,30,25,31,29,22,24,13,3,0,0,0,0,0,0,0,0,0,0,0,79,106,50,36,44,50,46,45,38,10,4,3,0,0,0,0,0,0,0,0,0,3,24,84,89,117,107,117,85,43,15,0,0,0,0,0,0,0,0,0,0,0,15,30,37,12,17,23,17,4,8,0,0,0,0,0,0,0,0,0,0,0,0,48,63,34,33,37,42,34,23,23,4,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,11,28,51,46,41,50,37,26,5,3,0,0,0,0,0,0,0,0,0,0,3,9,12,6,4,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,19,13,15,13,17,20,8,0,4,0,0,0,0,0,0,0,0,0,0,0,11,17,37,33,39,40,32,15,3,0,0,0,0,0,0,0,0,0,0,0,5,11,3,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,15,16,9,13,13,0,6,3,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,0,8,14,13,20,13,8,9,4,4,3,0,0,0,0,0,0,0,0,0,0,4,3,4,3,7,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,12,0,4,6,5,10,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,27,18,24,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,4,8,7,12,13,3,5,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,9,8,22,31,37,23,30,31,15,3,3,0,0,0,0,0,0,0,0,0,4,0,7,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,4,10,6,11,16,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5,22,42,75,71,50,58,21,16,3,4,0,0,0,0,0,0,0,0,0,3,4,3,5,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,7,14,12,16,16,11,4,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,6,9,18,25,17,17,15,10,10,5,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,6,3,3,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,11,14,15,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,3,5,6,9,4,3,0,0,0,0,0,0,0,0,
,"Machinery Operators and Drivers",0,0,0,0,0,0,15,22,16,20,42,28,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,5,4,4,10,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,11,13,18,20,16,31,16,8,11,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,5,9,5,4,8,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,16,10,14,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,6,8,0,6,3,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,4,5,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,7,12,3,20,39,57,96,231,440,346,228,118,79,14,0,0,0,0,0,0,4,13,5,4,4,10,8,3,21,32,13,10,0,0,0,0,0,0,0,0,0,103,74,22,14,22,32,31,35,92,126,110,62,37,56,30,8,0,0,0,0,0,4,14,48,89,99,88,83,97,90,129,67,60,30,10,0,0,0,0,0,0,0,3,11,3,4,5,5,8,5,5,8,0,0,0,0,0,0,0,0,0,0,0,47,24,9,10,25,32,26,33,41,46,50,35,22,17,14,3,0,
"Earth Sciences","Managers",0,0,0,0,0,9,28,51,118,132,112,96,99,53,18,8,0,0,0,0,0,0,0,0,0,0,0,9,12,20,11,6,13,8,5,0,0,0,0,0,0,0,0,0,0,0,16,10,5,10,13,13,21,14,15,13,5,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,14,26,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,10,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,10,12,8,10,0,4,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,3,58,148,210,239,237,230,177,146,90,28,8,0,0,0,0,0,0,0,0,0,13,96,61,62,55,38,35,22,11,15,3,0,0,0,0,0,0,0,0,0,0,98,147,60,36,48,48,51,47,37,21,3,3,0,0,0,0,0,0,0,0,0,0,39,72,93,85,67,42,25,12,3,0,3,0,0,0,0,0,0,0,0,0,10,64,45,32,19,14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54,75,62,34,25,25,18,11,13,8,0,0,0,0,0,0,0,
