AGEP Age,MDCP Social Marital Status,LFSP Labour Force Status,None,One,Two,Three,Four,Five,Six or more,Not applicable,Total
3,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
3,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
3,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
3,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
3,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
3,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
3,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
3,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
3,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
3,Not married,Not stated,0,0,0,0,0,0,0,0,0
3,Not married,Not applicable,0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
4,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
4,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
4,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
4,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
4,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
4,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
4,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
4,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
4,Not married,Not stated,0,0,0,0,0,0,0,0,0
4,Not married,Not applicable,0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
5,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
5,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
5,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
5,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
5,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
5,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
5,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
5,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
5,Not married,Not stated,0,0,0,0,0,0,0,0,0
5,Not married,Not applicable,0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
6,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
6,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
6,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
6,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
6,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
6,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
6,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
6,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
6,Not married,Not stated,0,0,0,0,0,0,0,0,0
6,Not married,Not applicable,0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
7,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
7,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
7,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
7,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
7,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
7,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
7,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
7,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
7,Not married,Not stated,0,0,0,0,0,0,0,0,0
7,Not married,Not applicable,0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
8,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
8,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
8,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
8,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
8,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
8,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
8,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
8,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
8,Not married,Not stated,0,0,0,0,0,0,0,0,0
8,Not married,Not applicable,0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
9,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
9,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
9,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
9,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
9,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
9,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
9,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
9,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
9,Not married,Not stated,0,0,0,0,0,0,0,0,0
9,Not married,Not applicable,0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
10,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
10,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
10,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
10,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
10,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
10,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
10,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
10,Not married,Not stated,0,0,0,0,0,0,0,0,0
10,Not married,Not applicable,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
11,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
11,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
11,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
11,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
11,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
11,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
11,Not married,Not stated,0,0,0,0,0,0,0,0,0
11,Not married,Not applicable,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
12,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
12,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
12,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
12,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
12,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
12,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
12,Not married,Not stated,0,0,0,0,0,0,0,0,0
12,Not married,Not applicable,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
13,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
13,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
13,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
13,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
13,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
13,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
13,Not married,Not stated,0,0,0,0,0,0,0,0,0
13,Not married,Not applicable,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,"Employed, away from work",0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not in the labour force,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
14,Not married,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
14,Not married,"Employed, worked part-time",0,0,0,0,0,0,0,0,0
14,Not married,"Employed, away from work",0,0,0,0,0,0,0,0,0
14,Not married,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0
14,Not married,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0
14,Not married,Not in the labour force,0,0,0,0,0,0,0,0,0
14,Not married,Not stated,0,0,0,0,0,0,0,0,0
14,Not married,Not applicable,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,"Employed, worked full-time",0,0,0,0,0,0,0,0,0
