Australian Bureau of Statistics

"2006 Census - Counting Persons, Place of Usual Residence"
"QALFP Non-School Qualification: Field of Study and LFSP Labour Force Status by AGEP Age (5 Year Groups), SEXP Sex, MDCP Social Marital Status and TISP Number of Children Ever Born by CITP Australian Citizenship and QALLP Non-School Qualification: Level of Education"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"
"CITP Australian Citizenship","Australian"
"QALLP Non-School Qualification: Level of Education","Bachelor Degree Level"

,"AGEP Age (5 Year Groups)","25-29 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30-34 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
,"Not applicable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Mathematical Sciences","Employed, worked full-time",0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,236,67,5,3,0,0,0,0,0,0,44,3,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,67,5,3,0,0,0,0,0,102,44,3,0,0,0,0,0,0,80,140,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,190,90,32,33,9,0,0,0,0,0,44,4,3,0,0,0,0,0,0,131,9,6,0,0,0,0,0,0,90,32,33,9,0,0,0,0,338,44,4,3,0,0,0,0,0,87,131,9,6,0,0,0,0,0,190,
,"Employed, worked part-time",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,50,8,10,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,8,10,5,0,0,0,0,0,19,3,0,0,0,0,0,0,0,12,30,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,34,20,48,30,10,8,0,0,0,0,7,6,3,0,0,0,0,0,0,23,3,3,0,0,0,0,0,0,20,48,30,10,8,0,0,0,43,7,6,3,0,0,0,0,0,5,23,3,3,0,0,0,0,0,34,
,"Employed, away from work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,6,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,20,12,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,
,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,
,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not in the labour force",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,39,0,14,13,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,14,13,8,0,0,0,0,4,0,0,3,0,0,0,0,0,6,22,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,3,30,61,20,3,0,0,0,0,3,0,3,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,3,30,61,20,3,0,0,0,7,3,0,3,0,0,0,0,0,3,10,4,3,0,0,0,0,0,14,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Physics and Astronomy","Employed, worked full-time",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,97,8,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,23,20,3,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,80,15,6,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,6,3,0,0,0,0,0,111,9,3,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,80,
,"Employed, worked part-time",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,56,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,
,"Employed, away from work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,
,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not in the labour force",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,51,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Chemical Sciences","Employed, worked full-time",0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,164,84,4,6,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,84,4,6,0,0,0,0,0,81,65,0,0,0,0,0,0,0,74,146,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,192,74,30,25,4,0,0,0,0,0,41,0,3,0,0,0,0,0,0,85,4,0,0,0,0,0,0,0,74,30,25,4,0,0,0,0,324,41,0,3,0,0,0,0,0,63,85,4,0,0,0,0,0,0,192,
,"Employed, worked part-time",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,40,12,11,7,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,12,11,7,0,0,0,0,0,11,6,3,0,0,0,0,0,0,7,31,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,6,29,37,3,3,0,0,0,0,4,9,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,6,29,37,3,3,0,0,0,22,4,9,0,0,0,0,0,0,15,13,3,0,0,0,0,0,0,20,
,"Employed, away from work",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,6,8,11,7,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,11,7,0,0,0,0,11,6,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,
,"Unemployed, looking for full-time work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
,"Unemployed, looking for part-time work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not in the labour force",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,5,13,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,5,13,4,0,0,0,0,0,11,5,3,0,0,0,0,0,0,12,35,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,29,15,3,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,24,29,15,3,0,0,0,10,0,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,18,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Earth Sciences","Employed, worked full-time",0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,174,58,3,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,105,3,0,0,0,0,0,3,0,58,3,0,0,0,0,0,0,93,71,0,0,0,0,0,0,0,98,105,3,0,0,0,0,0,3,174,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,110,44,12,3,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,71,3,3,0,0,0,0,0,0,44,12,3,3,0,0,0,0,300,30,0,0,0,0,0,0,0,103,71,3,3,0,0,0,0,0,110,
,"Employed, worked part-time",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,37,3,5,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,11,10,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,22,3,6,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,6,18,0,0,0,0,0,13,8,0,0,0,0,0,0,0,14,9,0,3,0,0,0,0,0,22,
,"Employed, away from work",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,8,
